1772525326041,0.977,123.11,0.976,20,0.975,5078.66,0.974,86.51,0.973,405.46,0.978,150,0.98,100,0.981,1348.78,0.982,970.45,0.983,7.12
1772526645255,0.977,1846.19,0.976,814.84,0.975,19391.62,0.974,1183.65,0.973,255.46,0.98,10,0.981,1274.79,0.982,826.43,0.984,19883.52,0.985,1321.23
