1772520865408,0.59,934.83,0.58,26538.52,0.57,3000,0.56,14721,0.55,500,0.6,373.02,0.61,16157.91,0.62,18045.93,0.63,19282.86,0.64,3135.33
1772522684186,0.59,8046.73,0.58,21523.19,0.57,3700,0.56,14526,0.55,8566.66,0.61,1219.31,0.62,29028.11,0.63,22217.86,0.64,1269.33,0.65,3130
1772525311522,0.6,37.64,0.59,1806.65,0.58,7453.66,0.57,3333,0.56,14894,0.61,300,0.62,31621.03,0.63,1352.36,0.64,4263.33,0.65,5835
1772526629393,0.58,610.73,0.57,21159.86,0.56,7553.66,0.55,3551,0.54,15889,0.59,1292.06,0.6,51234.33,0.61,1777.41,0.62,8786.78,0.63,13336.86
