0,112774.49000000,113000.00000000,112228.17000000,112761.67000000,945.85246000
600000,112761.67000000,112761.67000000,111620.30000000,111767.96000000,855.66226000
1200000,111767.95000000,112460.00000000,111743.88000000,112451.53000000,566.46791000
1800000,112451.53000000,112523.19000000,112092.90000000,112395.00000000,442.61676000
2400000,112395.00000000,113178.66000000,112370.49000000,112977.20000000,415.88558000
3000000,112977.19000000,113140.00000000,112514.57000000,112514.58000000,393.84381000
3600000,112514.57000000,112530.01000000,112100.00000000,112150.33000000,381.88028000
4200000,112150.32000000,112187.22000000,111500.00000000,111607.08000000,437.95316000
4800000,111607.09000000,111812.53000000,111166.20000000,111260.89000000,627.55444000
5400000,111260.90000000,111960.88000000,111260.89000000,111840.00000000,405.32512000
6000000,111840.00000000,111866.57000000,111163.65000000,111297.77000000,464.52617000
6600000,111297.77000000,111373.41000000,111019.43000000,111095.37000000,479.18686000
7200000,111095.38000000,112013.98000000,111082.00000000,111728.19000000,661.75170000
7800000,111728.20000000,112205.87000000,111558.36000000,112007.29000000,419.39312000
8400000,112007.29000000,112434.59000000,111970.00000000,112180.24000000,458.19907000
9000000,112180.23000000,112607.14000000,112168.25000000,112607.13000000,407.68502000
9600000,112607.13000000,113297.92000000,112514.66000000,113251.69000000,580.64261000
10200000,113251.69000000,113274.03000000,113113.27000000,113196.48000000,398.88727000
10800000,113196.48000000,113322.39000000,112285.70000000,112339.06000000,531.71721000
11400000,112328.00000000,112418.65000000,112113.33000000,112205.89000000,362.49315000
12000000,112205.88000000,112255.73000000,111863.04000000,111880.26000000,386.77368000
12600000,111880.25000000,112187.67000000,111819.32000000,111893.49000000,338.26645000
13200000,111893.48000000,112173.05000000,111800.00000000,112158.30000000,247.41677000
13800000,112158.30000000,112401.85000000,111966.24000000,112300.01000000,323.54583000
14400000,112300.00000000,112355.14000000,112065.62000000,112222.35000000,209.62180000
15000000,112222.36000000,112570.19000000,112222.36000000,112541.09000000,197.90556000
15600000,112541.09000000,112591.61000000,112077.43000000,112274.66000000,201.09496000
16200000,112274.67000000,112294.94000000,111700.00000000,111824.00000000,266.59938000
16800000,111824.00000000,112142.94000000,111812.80000000,112017.26000000,174.04844000
17400000,112017.25000000,112991.16000000,112017.25000000,112945.79000000,397.46923000
18000000,112945.79000000,112945.79000000,112578.57000000,112677.90000000,188.53281000
18600000,112677.91000000,112693.44000000,112340.71000000,112352.93000000,240.95600000
19200000,112352.94000000,112378.04000000,111992.85000000,112016.36000000,267.34302000
19800000,112016.36000000,112249.86000000,112016.36000000,112171.64000000,186.37494000
20400000,112171.64000000,112516.88000000,112000.76000000,112425.25000000,194.59754000
21000000,112425.26000000,112514.28000000,112358.18000000,112389.48000000,179.06579000
21600000,112389.48000000,112610.37000000,112134.02000000,112200.02000000,172.43263000
22200000,112200.02000000,112500.70000000,112134.02000000,112398.62000000,161.27182000
22800000,112398.62000000,112753.91000000,112398.61000000,112676.56000000,203.50197000
23400000,112676.56000000,112676.56000000,112132.10000000,112149.50000000,201.23145000
24000000,112149.51000000,112311.05000000,112000.00000000,112029.20000000,251.73074000
24600000,112029.20000000,112100.01000000,112012.00000000,112045.99000000,218.47143000
25200000,112046.00000000,112084.61000000,111000.00000000,111276.28000000,770.77506000
25800000,111276.27000000,111458.65000000,111015.73000000,111051.22000000,390.90183000
26400000,111051.21000000,111331.85000000,110683.60000000,110754.18000000,685.68859000
27000000,110754.18000000,110999.99000000,110598.33000000,110628.31000000,452.06093000
27600000,110628.31000000,110770.57000000,110391.89000000,110391.89000000,431.47166000
28200000,110391.90000000,110495.39000000,110090.29000000,110384.61000000,499.61514000
28800000,110384.60000000,110510.88000000,110204.11000000,110347.48000000,330.12362000
29400000,110347.48000000,110736.43000000,110162.23000000,110681.82000000,352.96486000
30000000,110681.82000000,111111.11000000,110681.81000000,110949.22000000,469.10200000
30600000,110949.22000000,111000.00000000,110731.66000000,110911.64000000,252.06140000
31200000,110911.63000000,111480.00000000,110911.63000000,111472.00000000,334.57557000
31800000,111471.99000000,111535.29000000,111282.51000000,111328.38000000,242.36949000
32400000,111328.38000000,111679.22000000,111274.41000000,111599.15000000,277.69692000
33000000,111599.15000000,111725.83000000,111397.39000000,111725.83000000,311.40938000
33600000,111725.82000000,111796.24000000,111601.63000000,111757.95000000,269.50701000
34200000,111757.95000000,111786.00000000,111497.55000000,111661.53000000,283.94438000
34800000,111661.53000000,111887.19000000,111600.00000000,111753.99000000,313.50300000
35400000,111753.99000000,111778.28000000,111590.65000000,111642.78000000,171.22291000
36000000,111642.78000000,111849.76000000,111621.77000000,111735.44000000,187.37882000
36600000,111735.45000000,111964.60000000,111735.27000000,111781.76000000,189.87248000
37200000,111781.77000000,112204.64000000,111781.76000000,112197.42000000,441.60126000
37800000,112197.42000000,112271.34000000,112013.00000000,112013.00000000,287.60043000
38400000,112013.00000000,112139.99000000,111955.58000000,112053.87000000,140.69171000
39000000,112053.86000000,112189.49000000,112053.86000000,112114.64000000,103.60720000
39600000,112114.63000000,112152.12000000,111908.75000000,112002.62000000,113.60010000
40200000,112002.63000000,112071.55000000,111700.00000000,111782.05000000,216.41178000
40800000,111782.05000000,112350.00000000,111775.40000000,112350.00000000,247.39727000
41400000,112350.00000000,112354.59000000,112184.87000000,112280.23000000,201.94272000
42000000,112280.23000000,112359.67000000,112147.69000000,112147.69000000,101.32739000
42600000,112147.70000000,112280.01000000,112114.50000000,112280.00000000,89.22822000
43200000,112280.01000000,112314.84000000,112037.98000000,112042.27000000,274.64345000
43800000,112042.27000000,112232.39000000,112042.26000000,112117.92000000,117.54250000
44400000,112117.91000000,112466.66000000,112081.86000000,112466.66000000,122.07556000
45000000,112466.65000000,112466.66000000,112205.02000000,112259.24000000,148.00591000
45600000,112259.24000000,112346.34000000,112170.00000000,112210.00000000,197.46767000
46200000,112209.99000000,112388.91000000,112164.95000000,112380.14000000,137.82204000
46800000,112380.13000000,112430.60000000,112172.57000000,112243.13000000,132.18531000
47400000,112243.14000000,112500.00000000,112243.13000000,112440.00000000,137.03092000
48000000,112440.00000000,112440.00000000,112294.99000000,112345.98000000,119.16766000
48600000,112345.99000000,112377.06000000,111890.33000000,112006.99000000,249.95477000
49200000,112007.00000000,112310.00000000,112002.00000000,112299.99000000,167.54399000
49800000,112299.99000000,112340.00000000,112200.67000000,112267.86000000,167.60266000
50400000,112267.86000000,112342.11000000,112148.26000000,112240.01000000,99.59542000
51000000,112240.01000000,112251.23000000,112152.45000000,112244.51000000,130.73013000
51600000,112244.51000000,112291.31000000,111964.11000000,112039.41000000,153.85950000
52200000,112039.42000000,112162.47000000,111941.96000000,112145.91000000,140.42436000
52800000,112145.90000000,112200.00000000,111988.23000000,112028.71000000,281.38852000
53400000,112028.71000000,112060.00000000,111890.29000000,111991.97000000,252.55459000
54000000,111991.97000000,112151.48000000,111961.86000000,112079.99000000,74.36133000
54600000,112079.99000000,112385.93000000,112070.00000000,112232.51000000,153.00824000
55200000,112232.50000000,112366.01000000,112204.89000000,112204.91000000,84.28561000
55800000,112204.90000000,112228.40000000,111965.00000000,112059.99000000,100.42957000
56400000,112059.98000000,112099.26000000,111933.69000000,112019.35000000,92.07401000
57000000,112019.35000000,112069.98000000,111793.20000000,111793.20000000,147.48979000
57600000,111793.21000000,112014.48000000,111793.20000000,111947.36000000,148.21915000
58200000,111947.36000000,112089.92000000,111929.14000000,111964.00000000,91.41459000
58800000,111963.99000000,112002.56000000,111793.20000000,111806.29000000,128.20684000
59400000,111806.29000000,111849.42000000,111442.91000000,111531.01000000,213.64721000
60000000,111531.01000000,111610.12000000,111459.90000000,111610.12000000,111.50560000
60600000,111610.11000000,111897.89000000,111610.11000000,111846.18000000,141.58349000
61200000,111846.18000000,111929.41000000,111715.99000000,111921.33000000,119.82817000
61800000,111921.33000000,112101.12000000,111921.33000000,112066.93000000,69.16413000
62400000,112066.93000000,112185.53000000,112030.50000000,112122.69000000,165.98559000
63000000,112122.69000000,112181.46000000,112020.85000000,112042.06000000,63.19411000
63600000,112042.06000000,112096.00000000,111853.90000000,111945.34000000,88.82808000
64200000,111945.35000000,112024.53000000,111873.66000000,112005.57000000,171.72543000
64800000,112005.56000000,112025.40000000,111876.12000000,111894.07000000,79.53566000
65400000,111894.07000000,111969.24000000,111836.45000000,111958.50000000,54.06425000
66000000,111958.50000000,111958.50000000,111850.32000000,111894.49000000,47.07282000
66600000,111894.49000000,111963.64000000,111861.06000000,111911.33000000,46.44134000
67200000,111911.33000000,111963.64000000,111863.05000000,111915.14000000,39.60195000
67800000,111915.14000000,111959.63000000,111915.14000000,111955.27000000,26.07346000
68400000,111955.27000000,112025.40000000,111719.01000000,111864.69000000,203.03871000
69000000,111864.69000000,111864.70000000,111250.00000000,111250.01000000,295.34594000
69600000,111250.00000000,111508.65000000,111000.00000000,111391.55000000,307.14745000
70200000,111391.54000000,111422.64000000,111060.47000000,111081.65000000,165.78156000
70800000,111081.65000000,111205.70000000,111028.31000000,111112.01000000,126.47243000
71400000,111112.02000000,111200.00000000,110865.82000000,111178.31000000,235.03363000
72000000,111178.30000000,111368.29000000,110760.55000000,110812.59000000,258.07245000
72600000,110812.59000000,110983.99000000,110695.57000000,110695.57000000,204.67107000
73200000,110695.57000000,110832.00000000,110487.06000000,110619.08000000,189.66467000
73800000,110619.08000000,110631.27000000,110320.20000000,110394.35000000,238.99376000
74400000,110394.35000000,110832.00000000,110242.65000000,110322.78000000,197.97977000
75000000,110322.78000000,110491.08000000,109653.65000000,110244.98000000,663.15606000
75600000,110244.98000000,110366.26000000,109561.59000000,109660.31000000,388.02080000
76200000,109660.30000000,110529.25000000,109650.38000000,110276.99000000,244.66432000
76800000,110277.00000000,110866.61000000,110241.27000000,110802.96000000,226.28661000
77400000,110802.96000000,110974.86000000,110584.01000000,110846.93000000,97.49475000
78000000,110846.94000000,111000.00000000,110600.00000000,110975.89000000,76.78704000
78600000,110975.90000000,110975.90000000,110893.54000000,110893.54000000,66.16306000
79200000,110893.55000000,111056.00000000,110763.96000000,111028.67000000,116.13289000
79800000,111028.68000000,111028.68000000,110672.99000000,110733.00000000,121.57216000
80400000,110733.01000000,110982.20000000,110652.00000000,110928.87000000,80.04086000
81000000,110928.87000000,111291.61000000,110912.51000000,111244.69000000,92.63399000
81600000,111244.70000000,111244.70000000,111060.47000000,111060.48000000,97.62007000
82200000,111060.48000000,111204.00000000,111007.93000000,111043.27000000,63.09603000
82800000,111043.26000000,111114.46000000,110821.38000000,110984.27000000,106.20470000
83400000,110984.26000000,111035.25000000,110817.69000000,110973.72000000,91.85142000
84000000,110973.72000000,111009.61000000,110851.51000000,110949.88000000,57.15582000
84600000,110949.88000000,111000.00000000,110792.00000000,110838.90000000,111.04697000
85200000,110838.91000000,110873.39000000,110653.95000000,110835.50000000,112.45574000
85800000,110835.49000000,110890.00000000,110644.00000000,110644.40000000,121.16708000
